Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End
438312191,9,"Heist, Teller, establishment, piggy, snow, river",Bank,bank,,,,
438312191,90,"beginning, Daybreak, breakfast, sunup, Sunrise, sunrise",Morning,Dawn,,,,
438331449,15,"surgery, function, Scalpel, Procedure",Operation,operation,,,,
438331449,45,"scape, schmuck, Greatest, Alltime",Goat,goat,,,,
438331449,5,"prescription, drugstore, Pharmaceutically, Prescribed",Medicine,medicine,,,,
438331449,61,"Jubilees, Blossoms, crimson, fruit",Cherry,Apple,,,,
438336766,9,"Chapeau, bristol, Papier, Déménagement, Invitation, invitation",Carton,Carton,,,,
438356637,106,"soy, Homogenised, Curdle, chocolate, lactaid, Lactaid",Milk,Milk,,,,
438356637,115,"Mandrin, Color, Creamsicle, Tangerine, Clockwork, fruit",Orange,orange,,,,
438356637,38,"flute, Nonstick, bundt, wok, peter, Peter",Pan,pan,,,,
438356637,70,"king, kingdomS, penguin, Napoleon, Monarch, clothes",Emperor,emperor,,,,
438370734,17,"Malaria, tiny, Flies, bug, bug",Mosquito,Mosquito,,,,
438370734,42,"Ribbon, Hair",Bow,Elastic,,,,
438370734,54,"Grow, Bloom",Sprout,spring,,,,
438402141,110,"ornière, coke, Khaled, Oriental, Locomotive, Wagon",Rail,Rail,,,,
438402141,36,"bandes, Chirurgie, Table, snooker, queue, Queue",Billard,Billard,,,,
438402141,45,"Traie, sillon, Pastenague, Plat, interfessier, Fesses",Raie,Cheval,,,,
438402141,9,"Chocolatine, Lune, grandissant, viennoiserie, agrandissant, Viennoiserie",Croissant,Croissant,,,,
438403234,29,"egg, Yellow, toddling, fuzzy, Cutie, peep",Chick,chick,,,,
438403234,49,"weapon, pin, hand, boom, Throw, throw",Grenade,Grenade,,,,
438403234,58,"Mob, triangle, spork, Knife, tines, salad",Fork,fork,,,,
438403234,85,"pages, tome, Bible, comic, Read, Chapters",Book,book,,,,
438404231,18,"cavité, Serrure, Golf, Chas, normand, Normand",Trou,trou,,,,
438404231,27,"Emballage, cellulose, bristol, invitation, Tabac, tampon",Carton,Enveloppe,,,,
438404231,55,"Turin, Télescopique, Courte, Valeur, richter, Richter",Échelle,Echelle,,,,
438404231,84,"Biberon, Bardot, couffin, gamin, A-Ha, Bambin",Bébé,nourisson,,,,
438404231,94,"epilogue, achèvement, Dénouement, Clap, début, début",Fin,Fin,,,,
438405741,110,"incandescence, chevet, éclairante, Frontale, torche, Torche",Lampe,Lampe,,,,
438405741,63,"Eau, Chambord, Fontainebleau, espagne, Moulinsart, Moulinsart",Château,Château,,,,
438405741,74,"ondée, trombes, crachin, Grain, Averse, Averse",Pluie,pluie,,,,
438405741,9,"Crevette, shaker, saucisse, Daïquiri, Boisson, boisson",Cocktail,Cocktail,,,,
438407321,18,"Tourelle, Naheulbeuk, médiéval, Dragon, dragon, dragon",Donjon,Chateau,,,,
438407321,37,"empennage, Stylo, Oiseau, Edredon, Leger, Légère",Plume,Plume,,,,
438407321,55,"Coppenhague, Andersen, pinpon, Créature, Ambulance, Pompier",Sirène,Sirène,,,,
438407321,73,"Netflix, Enchaînement, Épisode, Streaming, Tueur, Fourrier",Série,série,,,,
438407321,9,"Crochet, Abordage, Barberousse, forban, Flibustier, Corsaire",Pirate,pirate,,,,
438407321,91,"Classieux, queue-de-pie, arlequin, Smoking, Costard, Spencer",Costume,costume,,,,
438422267,36,"zipper, alternative, nuclear, elevator, Fastener, Benjamin",Button,button,,,,
438439113,50,"clap, rolling, storm, boom, Storm, Boom",Thunder,Thunder,,,,
438439113,74,"Slow, mail, escargot, shelled, lugubrious, slimy",Snail,Snail,,,,
438456338,27,"circular, ferris, wagon, Bus, Round, Round",Wheel,Wheel,,,,
438456338,36,"Gump, Trees, Hanks, Wilderness, fire, Fire",Forest,Forest,,,,
438456338,63,"metal, Proofvest, output, Bill, proof, Ammo",Bullet,Metal,,,,
438498204,67,"grill, texas, Pit, Meat, Brisket, Smoker",Barbecue,barbecue,,,,
438500657,18,"varappe, Baudrier, grimpe, piolet, Mur, escalope",Escalade,Escalade,,,,
438500657,36,"Agriculture, ouvre, Basse-cour, Paysan, Etable, exploitation",Ferme,ferme,,,,
438500657,45,"Francfort, morteau, Barbecue, fumée, merguez, Merguez",Saucisse,saucisse,,,,
438500657,63,"Canine, Protection, Éléphant, Avocat, ivoire, Hockey",Défense,Dent,,,,
438500657,73,"LCD, Vidéo, plasma, solaire, Total, total",Écran,écran,,,,
438502160,36,"potions, Vrouw, Hermelien, Kaag, Brandstapel, Brandstapel",Witch,Witch,,,,
438502160,84,"Quickstep, Blitz, Glitterjurk, tango, Foxtrot, stijldans",Ballroom,lynlyhop,,,,
438590638,55,"Pilzköpfe, Songtitel, troubles, Beatles, Morgen, Lied",Yesterday,Yesterday,,,,
438590638,64,"Untoter, Vodoo, Cranberries, Cranberries, Apokalypse, Apokalypse",Zombie,Zombie,,,,
438590638,9,"Schmuck, Heiratsantrag, Ehe, Frodo, Nibelungen, Nibelungen",Ring,Ring,,,,
438595562,101,"Luffy, flibustier, Surcouf, corsaire, Tipiak, forban",Pirate,Pirate,,,,
438595562,28,"Cadre, couture, Directeur, saint, modèle, modèle",Patron,Patron,,,,
438595562,37,"Etna, islandais, Magma, Pompeï, Éruption, éruption",Volcan,Volcan,,,,
438595562,64,"emballage, nightclub, nuit, coffre, pandore, Cadeau",Boîte,boite,,,,
438595562,9,"Brioche, pétrin, Métier, mitron, artisan, levure",Boulanger,Bonlanger,,,,
438595562,92,"ambulance, ariel, fabuleuse, alarme, Alarme, alarme",Sirène,Sirène,,,,
438614963,28,"foyer, Enclosure, Place, Space, walls, hotel",Room,Lobby,,,,
438672980,36,"roquefort, machaon, Métamorphose, Film, transformation, lépitoptère",Papillon,papillon,,,,
438672980,91,"parcours, par, Gazon, volkswagen, caddy, swing",Golf,golf,,,,
438675866,15,"Neil, Armstrong, Space, Human",Astronaut,astronaut,,,,
438675866,30,"knight, Fight, weapon, Wepon",Sword,Joust,,,,
438675866,36,"Oyster, clam, Jewel, jewelry",Pearl,Pearl,,,,
438675866,5,"glide, saladeater, shell, slug",Snail,Snail,,,,
438675866,52,"fangs, blood, undead, teeth",Vampire,Vampire,,,,
438675866,64,"Money, Kettle, clue, waiter",Tip,tip,,,,
438684700,61,"Schattenspender, Krempe, Mittelamerika, mexiko, Hut, hut",Sombrero,Hut,,,,
438687468,10,"Lunette, Couple, 2, 2",Paire,Vision,,,,
438687468,16,"Api, Reinette, Cidre, Blanche-Neige",Pomme,Pomme,,,,
438687468,21,"Obstruction, Bouteille, Circulation, Muqueux",Bouchon,Bouchon,,,,
438687468,26,"Ombilical, Ventre, Abdomen, Cicatrice",Nombril,Nombril,,,,
438687468,31,"Illusion, Désert, Vision, Chaleur",Mirage,Mirage,,,,
438687468,46,"Crème, Gelée, Esquimau, Sorbet",Glace,Glace,,,,
438687468,5,"Protège, Soleil, Abri, Plage",Parasol,Parasol,,,,
438687468,51,"360, Montparnasse, Piste, Chapeau",Tour,Tour,,,,
438717097,12,"Memory, Battering, animal, truck, Dodge, Dodge",Ram,Ram,,,,
438717097,18,"Hat, Cards, Deceive, Mislead, Magic, Magic",Trick,Magic,,,,
438717097,43,"Mugiwara, Bale, Hay, Dry, Bed, Berry",Straw,Bush,,,,
438717097,6,"Curly, Straight, Coif, Balayage, Facial, Ponytail",Hair,Hair,,,,
438717097,62,"Lonely, Meditation, Secluded, Loner, remote, Living",Hermit,Alone,,,,
438741813,10,"noir, peintre, Guernica, Toile",Tableau,Picasso,,,,
438741813,16,"tournage, appareil, Cachée, Camescope",Caméra,Caméra,,,,
438741813,21,"Lit, Noire, Air, Coucher",Chambre,nuit,,,,
438741813,37,"Agent, PV, Flic, Nationale",Police,Police,,,,
438760464,24,"aufwecker, Bohnenaufguss, Nespresso, Muntermacher",Kaffee,Kaffee,,,,
438760464,31,"Partnerzuneigung, Grünrot, ....resonanztomografie, abstoßen",Magnet,Magnet,,,,
438760464,52,"Tschaikowsky, Gänseleben, Ballet, Ballettstück",Schwanensee,Schwanensee,,,,
438760464,66,"Zickenelse, Atlantik, Blubblub, Eisberg",Titanic,Titanic,,,,
438770525,18,"strep, Airborne, McAfee, Sickness, Influenza, Flu",Virus,virus,,,,
438770525,27,"MMA, Bird, Imprisonment, Aviary, rat, Enclosure",Cage,Cage,,,,
438770525,9,"dunes, Castle, anakin, Box, hourglass, Hourglass",Sand,Sand,,,,
438814847,28,"boring, edible, Cabbage, cabbage",Vegetable,Flavor,,,,
438814847,64,"Duvet, Somnolent, mattress, bunk",Bed,Bed,,,,
438814847,7,"Sleeping, unrealistic, nightmare, inception",Dream,dream,,,,
438829630,120,"Parure, barbe, Perles, Pendentif, antipuce, laisse",Collier,collier,,,,
438830922,108,"slimming, aspartame, Atkins, Ration, keto, restrictions",Diet,diet,,,,
438830922,72,"rainshield, Poppins, Rihanna, windproof, parasol, Parisol",Umbrella,umbrella,,,,
438834322,58,"cheddar, Muenster, Feta, Milk, Milk",Cheese,cheese,,,,
438834322,82,"Body..., Head, cushion, dream, sleep",Pillow,pillow,,,,
438839712,66,"Slippery, roll, Penguin, slip, playground, playground",Slide,ice,,,,
438870237,36,"Rost, Erz, Stahl, -Hower, Magnet, Magnetismus",Eisen,Eisen,,,,
438870237,42,"Baumaschine, Insekt, Puppe, Bagger, Schmetterling, Schmetterling",Raupe,Raupe,,,,
438870237,55,"Song, Vergangenheit, Single, Liverpool, Beatles, Vortag",Yesterday,Yesterday,,,,
438870237,61,"Abfolge, Staffeln, Bones, Firefly, Lupin, Luther",Serie,Serie,,,,
438870237,67,"Liverpool, starr, Paul, John, Zebrastreifen, England",Beatles,Beatles,,,,
438871320,29,"Bal, Déguisement, Mariage, redingote, Cravate, Cravatte",Costume,Costume,,,,
438871320,38,"Épiphanie, Soleil, Empereur, Arthur, reignant, Révolution",Roi,Roi,,,,
438871320,47,"Poirot, Holmes, Enquêteur, Ventura, Enquête, Privé",Détective,detective,,,,
438871320,57,"Rouge, Farine, paroles, Daudet, Parole, daudet",Moulin,Moulin,,,,
438871320,66,"baïonnette, Halogène, Led, Watt, cloque, Cloque",Ampoule,Ampoule,,,,
438871320,93,"Lion, moustique, rayé, Baume, Sabre, Fleuve",Tigre,Tigre,,,,
438888660,12,"Altar, Jesus, Rücken, nageln, INRI, INRI",Kreuz,Kreuz,,,,
438888660,18,"Imkerei, Lebensmittel, Melone, Topf, Bär, haltbar",Honig,Biene,,,,
438888660,33,"Holz, Tom, Blockhaus, Garten, Wald, Wald",Hütte,Hütte,,,,
438888660,57,"Pupille, Schwertlilie, Auge, Mädchenname, Augeninneres, Vorname",Iris,Iris,,,,
438888660,63,"Keks, Hölzerne, Aufbewahrung, Kiste, Schatz, Schatz",Truhe,Truhe,,,,
438915814,10,"Boulder, Stones, Hard, Hard",Rock,Rock,,,,
438915814,25,"Warlock, Stick, Wizard, Instrument",Wand,Wand,,,,
438915814,40,"Bake, Sliced, Rye, Rye",Bread,Pie,,,,
438944087,101,"geheime..., Stimmenabgabe, Landtags-, ...des-Bürgermeisters, Urne, ...urne",Wahl,Wahl,,,,
438944087,56,"Betriebsküche, Mittagspause, Mahlzeiten, Betrieb, Mensa, Mensa",Kantine,Kantine,,,,
438944087,65,"Pulk, Tüddel..., Schnür..., Gesangstruppe, Faden, Schleifen....",Band,Band,,,,
438944087,74,"medizinischer..., -Sprechstunde, Retter, Ernstfall, Unglück, -ambulanz",Notfall,Notfall,,,,
438944087,9,"Adams..., Knust, Liebes..., Kernobst, AltesLand, Wellant",Apfel,Apfel,,,,
438946767,17,"ungebraucht, jungfräulich, Gier, aktuell",Neu,Neu,,,,
438948569,16,"Choir, Me, Seraphim, heavenly, Fallen",Angel,angel,,,,
438948569,48,"Combat, Dojo, Chop, Japanese, kid",Karate,Karate,,,,
438948569,56,"utopia, Milton, EDEN, Lost, Lost",Paradise,Paradise,,,,
438948569,97,"Slippery, trombone, MICROSCOPE, Water, playground",Slide,Algae,,,,
438980867,26,"fièvre, chemise, Manchette, Bijoux",Bouton,Bouton,,,,
438983542,29,"Boat, Package, Oasis, Harmony, Cruise, Floats",Ship,Ship,,,,
438983542,47,"Chemistry, Tubes, Experiments, billNye, Class, Class",Science,Science,,,,
438983542,53,"Pop, Soap, Floats, Circle, Toil, Trouble",Bubble,Tube,,,,
438983542,6,"Snakes, Stone, Gorgon, Petrification, Serpant, Monster",Medusa,Medusa,,,,
438985110,11,"sirène, Sauveteur, Sam, Sapeur, Incendie, incendie",Pompier,Pompier,,,,
438985110,111,"Crepe, Palet, ricochet, plage, Plage, Ricochet",Galet,Glace,,,,
438985110,20,"Antillais, Grosse, charcuterie, Moche, noir, Laide",Boudin,Boudin,,,,
438985110,29,"NaCl, poivre, Pincée, Humour, Guérande, Piment",Sel,Sel,,,,
438985110,65,"Masset-Ferguson, Moisson, Pelle, Moissonneuse, Fermier, Fermier",Tracteur,tracteur,,,,
438986801,65,"Kaplan, wind, wind, Wind, Windpower, wind",Turbine,tutor,,,,
439011852,41,"schwarzweiß, flugunfähig, Antarktis, Sissi, watscheln, Watscheln",Kaiserpinguin,Pinguin,,,,
439011852,51,"Wasser, Ägypten, Rekordlänge, Assuan, Flusspferd, pferd",Nil,Nil,,,,
439020364,111,"Rommel, Oasis, badlands, barren, sand, sand",Desert,desert,,,,
439020364,18,"curled, Brunet, Salon, beautician, Mullet, splitting",Hair,Hair,,,,
439020364,27,"Bell, mind, smart, IQ, Hawking, Philosophers",Genius,genius,,,,
439020364,55,"Lightning, photography, Light, dash, Thunder, Thunder",Flash,Flash,,,,
439020364,84,"hair, hobby, play, Bill, Mule, mouth",Horse,horse,,,,
439020364,9,"stations, Broadcast, Static, BBC, HAM, frequency",Radio,radio,,,,
439023751,85,"Fans, vacances, instituteur, Maternelle, primaire, primaire",École,École,,,,
439047465,58,"flipper, Bottlenose, Porpoise, trainer",Dolphin,Dolphin,,,,
439047465,7,"stradivarius, Fiddle, Chordophone, Bow",Violin,Violin,,,,
439070231,18,"Bumble, wasp, Spelling, Honeycomb, queen, queen",Bee,Bee,,,,
439070231,36,"wireless, Jerry, Mighty, rat, mickey, Mickey",Mouse,Mouse,,,,
439070231,63,"Process, surgery, incision, docter, Hasbro, Appendectomy",Operation,hospital,,,,
439070231,9,"gazette, articles, Editorial, Packing, Times, Daily",Newspaper,newspaper,,,,
439093369,21,"Mail, Bicycle, Iron, Rope, Reaction, Bonded",Chain,chain,,,,
439093369,53,"inked, dermus, Skin, Coverup, Permanent, Permanent",Tattoo,Tattoo,,,,
439107100,113,"Floor, azul, linoleum, Grout, ceramic, Bathroom",Tile,Tile,,,,
439132512,21,"Croquenbouche, Paris-brest, sweet, camel",Dessert,Dessert,,,,
439132512,42,"Learn, The, Twine, Rappel",Rope,rope,,,,
439132512,47,"Thunderbolt, Fulmination, St., Elmo’s",Lightning,Fire,,,,
439132512,5,"Royalty, Monarchy, Of, North",King,King,,,,
439177364,27,"Pumpernickle, sourdough, Sourdough, sliced, sliced, sourdough",Bread,bread,,,,
439177364,9,"Farm, Pull, beam, Kubota, agricultural, trailer",Tractor,tractor,,,,
439186689,27,"dague, Damocles, sabre, Fleuret, Pointu, Escalibur",Épée,ÉPÉE,,,,
439186689,65,"Raiponce, Tirer, Chatains, Bouclés, Perruque, perruque",Cheveux,cheveux,,,,
439186689,9,"Batterie, aaa, Pièce, face, face, Face",Pile,Pile,,,,
439199342,76,"Alert, Fire, Blaring, Siren, snooze, Clock",Alarm,Alarm,,,,
439212310,15,"THOR, struck, Lightning, Bolt",Thunder,Flash,,,,
439216173,36,"Flasche, Sekt, Stopfen, Herausziehen, Wein, Wein",Korken,Korken,,,,
439216173,67,"Apfelmus, omelett, Kaiserschmarrn, Rund, Eier, eier",Pfannkuchen,Crepes,,,,
439225258,105,"Joined, accord, Azeroth, Axis, Axis",Alliance,Group,,,,
439225258,24,"Coconut, oil, Hand, Frond, Reading",Palm,Palm,,,,
439225258,80,"four, Autumn, Festive, Summer, Summer",Season,Seasons,,,,
439226894,31,"Poil, Crâne, Epis, Lisse",Cheveux,Cheveu,,,,
439226894,37,"Sable, Vide, Mirage, Dromadaire",Désert,Désert,,,,
439226894,42,"Animal, Roi, Astrologie, Simba",Lion,Lion,,,,
439226894,47,"Bronzage, Serviette, Sable, Transat",Plage,Plage,,,,
439243846,28,"allumoir, flamme, allume-gaz, Feu, Zippo, zippo",Briquet,briquet,,,,
439243846,68,"Poker, Diamant, Ru, mer, Kwaï, Lac",Rivière,rivière,,,,
439243846,86,"miel, bourdon, hexagone, butineuse, Pollinisatrice, Polinisatrice",Abeille,Abeille,,,,
439243846,95,"Diabolo, érable, Grenadine, grenadine, toux, Toux",Sirop,sirop,,,,
439284076,27,"Tower, hoist, Lift, weight, building, vehicle",Crane,Chrysler,,,,
439284076,39,"Casio, View, minute, chronograph, Time, wrist",Watch,Watch,,,,
439284076,93,"play, Arcade, Over, Catan, Xbox, Activity",Game,Game,,,,
439291378,18,"Tribal, Tin-tin, encre, piercing, peau, Peau",Tatouage,tatouage,,,,
439291378,72,"Sarah, Peach, Diana, Reine, Mononoke, Blanche-Neige",Princesse,Princesse,,,,
439291378,81,"courge, Cucurbitacé, Cendrillon, Lanterne, Orange, Halloween",Citrouille,citrouille,,,,
439291378,99,"MILF, Animal, Félin, vieille, Puma, puma",Cougar,Cougar,,,,
439307179,49,"Garten, ausrollen, boot, Hydrant, aufpumpen",Schlauch,Schlauch,,,,
439307179,57,"Vertikultierer, Wiese, Grashalm, Garten, Gartenhäcksler",Rasenmäher,Rasenmäher,,,,
439307179,65,"Flinte, Hochsitz, Kurpfalz, Meister, Preiselbeergerichtverursacher",Jäger,Jäger,,,,
439307179,8,"Sportler, Graciano, Survivor, Drago, Stallone",Rocky,Rocky,,,,
439310948,27,"Blanche, Rocheuses, Russe, Everest, Kilimandjaro, Kilimandjaro",Montagne,Montagne,,,,
439310948,45,"Lambert, Simple, Liquide, Poteau, Buckley, Érable",Sirop,Sirop,,,,
439310948,91,"Piché, Érable, Équinox, dégel, Bourgeon, Bourgeon",Printemps,Printemps,,,,
439321871,73,"Gueule, Égout, Incendie, Palais, Orifice, Goût",Bouche,bouche,,,,
439324025,13,"Part, Sabors, Boca, Tàpares, Parlar, Català",Tongue,Salat,,,,
439324025,34,"TV, Seure, Saló, Descansar, Moble, Moble",Couch,Sofa,,,,
439324025,41,"Acció, Tango, Ballet, Discoteca, esport, música",Dance,Ballar,,,,
439324025,55,"eina, segar, Llum, Concentrada, Estructura, Horitzontal",Beam,Falç,,,,
439324025,62,"ESO, Instrument, Dolça, Màgica, Música, Música",Flute,Flauta,,,,
439344852,18,"Sautoir, Perles, Muselière, chien, Laisse, Laisse",Collier,Laisse,,,,
439344852,37,"Artisan, Farine, Métier, Métier, Métier, métier",Boulanger,Meunier,,,,
439344852,56,"Banque, Trésor, voiture, Boîte, Voiture, Boîte",Coffre,argent,,,,
439344852,76,"Gévaudan, Alpha, Prédateur, Ysengrin, meute, Canidé",Loup,Loup,,,,
439344852,85,"Boyard, Simplet, sept, Géant, Mathy, Rachitique",Nain,Nain,,,,
439344852,9,"Marié, Masque, Cravate, Costard, Déguisement, carnaval",Costume,costume,,,,
439355914,73,"spring, pollinating, Vase, bouquet, daisy, orchid",Flower,Flowers,,,,
439355914,9,"jungle, thicket, Deep, woodland, moss, Lumberjack",Forest,trees,,,,
439363980,15,"Gun, barrier, Amtrak, infrastructure",Rail,Railroad,,,,
439363980,67,"""Kelloggs"", Lion, Tabby, Sabre-toothed",Tiger,tiger,,,,
439393251,11,"Ewe, Coat, Merino, Fabric",Wool,Wool,,,,
439393251,32,"ice, Avian, Emperor, Gentoo",Penguin,Penguin,,,,
439393251,37,"Sahara, Water, Humps, Humps",Camel,Desert,,,,
439393251,5,"Olympics, Bravery, Award, Award",Medal,Gladiator,,,,
439393251,53,"Vocalization, Poetry, Musical, Musical",Song,Music,,,,
439393461,18,"sheep, Wool, Cutter, Clippers, scissors, Scissors",Shears,shears,,,,
439393461,6,"Final, point, Terminate, Finish, Roll, Credits",End,end,,,,
439393461,60,"lake, desert, champagne, Supernova, H20, Spot",Oasis,Water,,,,
439404175,55,"Pink, Kiss, Depressor, Twister, taste, Taste",Tongue,tongue,,,,
439404175,82,"Agriculture, pulling, Farm, Kubota, Tonka, Trailer",Tractor,tractor,,,,
439438800,90,"Amphitheater, Harkins, Popcorn, Screen, Drive-in, Drive-in",Theater,movie,,,,
439489789,19,"fillings, hygienist, Teeth, Toothache, Periodontal, Occupation",Dentist,dentist,,,,
439489789,37,"Estuary, e, Watch, Hudson, Green, Green",Bay,River,,,,
439489789,9,"transistor, Intersection, Highways, Train, crossing, crossing",Junction,Traffic,,,,
439491304,20,"Sting, constable, 911, Blue",Police,Police,,,,
439491304,35,"conflagration, element, Shoot, Flames",Fire,Fire,,,,
439491304,5,"standup, Show, laugh, Laugh",Comedy,Comedy,,,,
439491304,50,"Snare, Instrument, Percussion, percussion",Drum,drum,,,,
439507195,28,"arrow, Violin, japanese, Ribbon, Applause, Curtsy",Bow,String,,,,
439507195,58,"Stalk, Frond, blower, Clover, clover",Leaf,Leaf,,,,
439509345,11,"Männername, Schlager, Wasserstoffblond, Völkisch",Heino,Heino,,,,
439509345,21,"Wintervorrat, Saftig, Miniobst, JOhannis",Beere,Beere,,,,
439509345,36,"Popsängerin, NDW, neunundneunzig, 99",Nena,Nena,,,,
439509345,56,"Altona, Nachbarschaft, Winterhude, Quartier",Stadtviertel,Stadtviertel,,,,
439550640,50,"macaroon, Monster, Biscuit, Crumble, snickerdoodle, snickerdoodle",Cookie,Cookie,,,,
439550640,9,"Broom, Hoe, scraper, autumn, leaves, Leaves",Rake,Leaf,,,,
439567470,18,"necklace, opalescent, Before, Diver’s, Oyster, Oyster",Pearl,pearl,,,,
439567470,93,"hot, Sick, forehead, Acetaminophen, scarlett, 101F",Fever,fever,,,,
439571927,21,"Driver, Ice, Born, Bieber, Infant, Infant",Baby,Baby,,,,
439571927,27,"Knot, Lasso, Throw, Binden, Noose, Noose",Rope,Rope,,,,
439571927,57,"Punch, Sport, Kick, Kid, Kick, Kid",Karate,Boxing,,,,
439571927,8,"Container, Uitpakken, Spel, Black, Cardboard, Cardboard",Box,Box,,,,
439610978,18,"Money, Croupier, Bellagio, Chips, Gambling, Gambling",Casino,Casino,,,,
439610978,27,"Hazel, Hag, Wizard, Sabrina, sorceress, wicked",Witch,Witch,,,,
439619490,31,"white, Bubbletea, Oyster, Oyster",Pearl,milk,,,,
439619490,38,"Desert, Desert, desert, desert",Camel,Cross,,,,
439664986,24,"Londonien, RER, boulot, dodo, transport, tunnel",Métro,Métro,,,,
439664986,30,"cosmonaute, espace, Amstrong, Gargarine, Conducteur, Challenger",Astronaute,Astronaute,,,,
439664986,36,"Ligne, Chasse, Avion, Course, Magazine, Tintin",Pilote,pilote,,,,
439664986,48,"Onglet, carnage, Viande, Charcuterie, charcuterie, Charcuterie",Boucherie,Boucherie,,,,
439664986,60,"Pirates, Punch, Alcool, Alcool, Ambré, Ambré",Rhum,caraïbes,,,,
439675484,22,"Cave, Santa, Santas, Christmas",Grotto,story,,,,
439675484,39,"Wager, Gamble, Gambling, You",Bet,bet,,,,
439675484,44,"Fish, Figure, Roller, Roller",Skate,Out,,,,
439675484,5,"Practice, Dental, Tooth, Pain",Dentist,cavity,,,,
439733604,33,"Metal, Hand, Road, Train, way",Rail,high,,,,
439733604,68,"circuit, speed, Nascar, Nascar, nascar",Race,Race,,,,
439735935,12,"bake, kitchen, kiln, broiler, Dutch, Broil",Oven,Oven,,,,
439735935,24,"fragrance, women, smell, liquid, Ambergris, Waft",Perfume,Perfume,,,,
439735935,36,"Indian, Sea, Atlantic, Antarctica, whaling, pond",Ocean,Ocean,,,,
439735935,48,"dead, revival, Undead, walker, Brainssss, L4D2",Zombie,Zombie,,,,
439735935,73,"Shore, Daytona, Waikiki, seaside, Sandy, sand",Beach,Beach,,,,
439771689,12,"Spanier, Rahmen, Kubismus, Pablo, Pablo, Kubismus",Picasso,Dali,,,,
439771689,49,"Vorname, Pflanze, Auge, Auge, Regenbogenhaut, Regenbogenhaut",Iris,Iris,,,,
439782594,37,"Pirate, camera, howitzer, War, artillery, Fodder",Cannon,Cannon,,,,
439782594,46,"ZOMBIE, Cerebellum, Smart, seizure, Pinky, Stem",Brain,Brain,,,,
439782594,55,"Triangle, ramesses, egypt, Giza, Scheme, Pharoah",Pyramid,Pyramid,,,,
439782594,92,"Julian, Firefighters, Gregorian, Month, advent, Advent",Calendar,Calendar,,,,
439787264,18,"Tartar, Nemo, lure, scales, Gills, Chips",Fish,Fish,,,,
439787264,24,"Windsor, Versaiiles, Crystal, Residence, royal, building",Palace,Palace,,,,
439787264,42,"Matchstick, Burn, crackling, conflagration, Inferno, Element",Fire,Fire,,,,
439787264,54,"Canister, Butane, Monoxide, Fart, Hydrogen, Oxygen",Gas,gas,,,,
439787264,6,"Steam, Engine, Rehearse, Practice, Railway, Carriages",Train,train,,,,
439806043,100,"Serrer, Écrou, tête, Clou, Pointe, filetée",Vis,Vis,,,,
439806043,27,"Programme, Avent, éphéméride, Mois, Rugbymen, Maya",Calendrier,calendrier,,,,
439806043,36,"épiler, pile, Animaux, Cil, Cil, cil",Poil,Poil,,,,
439806043,45,"souffleur, Transparent, Pied, vin, Chope, Duralex",Verre,verre,,,,
439806043,82,"Caravane, dos, Asie, Camélidé, Mammifère, mammifère",Chameau,Chameau,,,,
439822837,10,"Science, EPS, métier, Tournesol",Professeur,Professeur,,,,
439822837,30,"Réunion, costard, Noeud, noeud",Cravate,Cravate,,,,
439822837,35,"Truite, Poissons, Hameçon, Hameçons",Pêche,saumon,,,,
439822837,41,"thermique, google, Huile, Avion",Moteur,Moteur,,,,
439822837,5,"Saut, Extrême, Avion, Avion",Parachute,parachute,,,,
439832399,11,"Gogh, Ukraine, oil, Heliotropism, seeds, Seed",Sunflower,Sunflower,,,,
439832399,22,"distribution, Jersey, baseball, Same, Outfit, Outfit",Uniform,uniform,,,,
439832399,31,"Granite, Lyme, Gem, Rolling, skipping, Sharon",Stone,Stone,,,,
439832399,40,"Scabbard, ""knights"", Stone, sheath, Narsil, Fish",Sword,Sword,,,,
439832399,60,"Tintinnabulate, movie, Marriage, Circular, precious, Class",Ring,ring,,,,
439832399,87,"Coat, pelt, Ermine, Faux, Cruella, soft",Fur,fur,,,,
439832399,96,"Christ, enthusiastic, Lust, lust, Fruit, Fruit",Passion,Spirit,,,,
439839200,14,"pain, Curcuma, condiment, Safran",Épice,épices,,,,
439839200,52,"Arrangé, antilles, Martinique, Martinique",Rhum,Rhum,,,,
439839200,7,"Salée, arachide, Peanut, Singe",Cacahuète,cacahuète,,,,
439839200,73,"Oblitéré, Enveloppe, poste, poste",Timbre,Timbre,,,,
439841521,36,"dyad, socks, au, matching, Matching, matching",Pair,Pair,,,,
439841521,72,"""lorange"", Mallard, Geo, Peking, Peking, Peking",Duck,duck,,,,
439909685,28,"Marble, Bronze, Liberty, Figurine, Figurine",Statue,Bell,,,,
439909685,37,"Suck, Drink, Scarecrow, Drinking, Drinking",Straw,Straw,,,,
439927155,16,"airwaves, CB, FM, FM, Fm",Radio,radio,,,,
439927155,40,"Chiquita, peel, Slip, Split, split",Banana,banana,,,,
439927155,48,"reason, Paprika, holiday, Hunting, flavoring",Season,Season,,,,
439933465,28,"Mask, kitten, PI, Tigger, bengal, Stripes",Tiger,Cat,,,,
439933465,41,"Prince, Monarch, reigning, Royalty, Royalty",King,king,,,,
439933465,65,"generator, Solar, Jet",Turbine,Battery,,,,
439933465,9,"Xanadu, Bliss, Utopia, God, Nirvana, Nirvana",Paradise,Heaven,,,,
